Sequence,Country Code,Geographic Area,Reference Date,Population Subgroup,Subpop Code,Sex,Age,Source ID,Comments,Data Type,Country,Site Name,Author,Year,Title,Publication Information,Virus Type,NO_CASES,NO_DEATHS,PREV_RATE,INC_RATE,Specimen Type,Test Type,SAMPSIZE
3,WZ,Not specified,2008-2009,Pregnant women,G,F,ALL,K0827,Six maternity facilities.  Control group at baseline.  Oct. 08 - Jan. 09.,P,Swaziland,Not specified,"Kieffer, M. P., B. Nhlabatsi, M. Mahdi, et al.",2010,Improving HIV Counseling in Maternity Wards in Swaziland Increases Uptake of PMTCT Services: An Operations Research Study . ..,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Poster MoPe0262.",HIV,392,-1,35.73,N/A,B,UNK,1097
1,WZ,Shiselweni region/ rural,2009,Testing center attendees,O,B,ALL,J0239,"Attending 17 rural PHC clinics, 2 health centers, & 1 hospital.  Site names given in text.",P,Swaziland,Shiselweni region,"Jochims, F., Z. D. Tefera, A. Peguillan, et al.",2010,"Closing the Gap: Decentralized, Patient-Centred and Integrated TB/HIV Care in a Rural Region in Swaziland","XVIII International AIDS Conference, Vienna, Austria, 7/18-23, ePoster, Poster MoPe0891.",HIV,2407,-1,22.52,N/A,B,UNK,10689
2,WZ,Not specified,2008-2009,Pregnant women,G,F,ALL,K0827,Six maternity facilities.  Intervention group at baseline.  Oct. 08 - Jan. 09.,P,Swaziland,Not specified,"Kieffer, M. P., B. Nhlabatsi, M. Mahdi, et al.",2010,Improving HIV Counseling in Maternity Wards in Swaziland Increases Uptake of PMTCT Services: An Operations Research Study . ..,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Poster MoPe0262.",HIV,421,-1,37.83,N/A,B,UNK,1113
1,WZ,Hhohho region,2009,Testing center attendees,O,M,ALL,M1371,Mobile VCT.,P,Swaziland,Hhohho region,"Masuku, V. L., S. M. Dlamini",2010,Integrating HIV Counselling and Testing into Life and Ritual to Reach Men in Swaziland,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, ePoster, Abstract MoPe0403.",HIV,632,-1,19.47,N/A,B,UNK,3246
3,WZ,National,2008-2009,Infants born to HIV+ mothers,C,B,ALL,A0622,Only the prevalence rate was given.  Early infant diagnosis.  Age <18 mos.  Breastfed.  Sept. 08 - Aug. 09.,P,Swaziland,National,"Adler, M. R., M. Sundaram, B. Lukhele, et al.",2010,Using Swaziland's National Early Infant Diagnosis Database to Inform PMTCT Program Interventions,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Abstract ThPe0416.",HIV,-1,-1,11.7,N/A,BS,PCR,N/A
1,WZ,National,2008-2009,Infants born to HIV+ mothers,C,B,ALL,A0622,Early infant diagnosis.  Age <18 mos.  Sept. 08 - Aug. 09.,P,Swaziland,National,"Adler, M. R., M. Sundaram, B. Lukhele, et al.",2010,Using Swaziland's National Early Infant Diagnosis Database to Inform PMTCT Program Interventions,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Abstract ThPe0416.",HIV,0,-1,11.7,N/A,BS,PCR,8769
2,WZ,National,2008-2009,Infants born to HIV+ mothers,C,B,ALL,A0622,Early infant diagnosis.  Age <8 wks.  Sept. 08 - Aug. 09.,P,Swaziland,National,"Adler, M. R., M. Sundaram, B. Lukhele, et al.",2010,Using Swaziland's National Early Infant Diagnosis Database to Inform PMTCT Program Interventions,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Abstract ThPe0416.",HIV,0,-1,8.5,N/A,BS,PCR,3463
4,WZ,National,2008-2009,Infants born to HIV+ mothers,C,B,ALL,A0622,Only the prevalence rate was given.  Early infant diagnosis.  Age <18 mos.  Not breastfed.  Sept. 08 - Aug. 09.,P,Swaziland,National,"Adler, M. R., M. Sundaram, B. Lukhele, et al.",2010,Using Swaziland's National Early Infant Diagnosis Database to Inform PMTCT Program Interventions,"XVIII International AIDS Conference, Vienna, Austria, 7/18-23, Abstract ThPe0416.",HIV,-1,-1,8.8,N/A,BS,PCR,N/A
17,WZ,One site,2008-2009,Patients,L,B,ALL,O0315,Attending one public health unit.  Provider-initiated counseling & testing.,P,Swaziland,One site,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,675,-1,34.16,N/A,B,UNK,1976
1,WZ,15 sites,2009-2010,Adult TB pts.,U,B,ALL,S1313,"Regions: Hhohho, Lubombo, Manzini, & Shiselweni.  Attending Manzini TB center, seven general hospitals, five health centers, & two clinics.  Age 15+.  May 09 - Feb. 10.",P,Swaziland,15 sites,"Sanchez-Padilla, E., T. Dlamini, A. Ascorra, et al.",2012,"High Prevalence of Multidrug-Resistant Tuberculosis, Swaziland, 2009-2010","Emerging Infectious Diseases, vol. 18, no. 1, pp. 29-37, <www.cdc.gov/eid>, accessed on December 28, 2011.",HIV,606,-1,79.95,N/A,BS,"RAPID*2, PCR",758
13,WZ,One site,2008-2009,Patients,L,B,ALL,O0315,Attending one hospital.  Provider-initiated counseling & testing.,P,Swaziland,One site,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,867,-1,52.32,N/A,B,UNK,1657
4,WZ,Not specified,2010,Testing center attendees,O,B,ALL,H0493,Only the prevalence rate was given.  AIDS Healthcare Foundation client testing sites.,P,Swaziland,Not specified,"Hilton, K., D. Nazarov, A. Babakhani, et al.",2012,Effective Global HIV Testing: AIDS Healthcare Foundation's HIV Testing Prevalence Reflects WHO Estimates,"XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster TuPe289.",HIV,-1,-1,24.36,N/A,B,UNK,N/A
15,WZ,Four sites,2008-2009,Patients,L,B,ALL,O0315,Attending four health centres.  Provider-initiated counseling & testing.,P,Swaziland,Four sites,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,174,-1,57.43,N/A,B,UNK,303
19,WZ,Two sites,2008-2009,Patients,L,B,ALL,O0315,Attending two private International Planned Parenthood Federation clinics.  Provider-initiated counseling & testing.,P,Swaziland,Two sites,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,135,-1,14.42,N/A,B,UNK,936
2,WZ,Nine prisons,2012(?),Prisoners,J,F,ALL,D0614,Only the prevalence rate was given.  Age range 15-49 yrs.,P,Swaziland,Nine prisons,"Dlamini, P. M., P. Dlamini, M. Z. Mnisi, et al.",2012,"A Situational Assessment on TB, HIV, Syphilis, Hepatitis C and Hepatitis B Infections and Associated Risk Behaviour among . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster ThPe564.",HIV,-1,-1,70.6,N/A,BW,UNK,N/A
2,WZ,Not specified,2007,Infants born to HIV+ mothers,C,B,ALL,H0494,Only the prevalence rate was given.  PMTCT.  sdNVP.,P,Swaziland,Not specified,"Hadebe, I. M., B. T. Nhlabatsi",2012,Prevention of Mother-to-Child Transmission of HIV in Swaziland: A Success Story,"XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster WePe203.",HIV,-1,-1,11,N/A,B,UNK,N/A
14,WZ,One site,2008-2009,Testing center attendees,O,B,ALL,O0315,Attending one hospital.  VCT.,P,Swaziland,One site,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,1200,-1,42.58,N/A,B,UNK,2818
16,WZ,Four sites,2008-2009,Testing center attendees,O,B,ALL,O0315,Attending four health centres.  VCT.,P,Swaziland,Four sites,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,523,-1,40.57,N/A,B,UNK,1289
18,WZ,One site,2008-2009,Testing center attendees,O,B,ALL,O0315,Attending one public health unit.  VCT.,P,Swaziland,One site,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,887,-1,65.36,N/A,B,UNK,1357
20,WZ,Two sites,2008-2009,Testing center attendees,O,B,ALL,O0315,Attending two private International Planned Parenthood Federation clinics.  VCT.,P,Swaziland,Two sites,"Obure, C. D., A. Vassall, C. Micheals, et al.",2012,Optimising the Cost and Delivery of HIV Counselling and Testing Services in Kenya and Swaziland,"Sexually Transmitted Infections, vol. 88, issue 7, pp. 498-503, <http://sti.bmj.com>, accessed on August 3, 2012.",HIV,88,-1,14.74,N/A,B,UNK,597
1,WZ,Nine prisons,2012(?),Prisoners,J,M,ALL,D0614,Only the prevalence rate was given.  Age range 15-49 yrs.,P,Swaziland,Nine prisons,"Dlamini, P. M., P. Dlamini, M. Z. Mnisi, et al.",2012,"A Situational Assessment on TB, HIV, Syphilis, Hepatitis C and Hepatitis B Infections and Associated Risk Behaviour among . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster ThPe564.",HIV,-1,-1,32.3,N/A,BW,UNK,N/A
3,WZ,Nine prisons,2012(?),Prison officers,M,B,ALL,D0614,Only the prevalence rate was given.  Breakdown by sex is provided.,P,Swaziland,Nine prisons,"Dlamini, P. M., P. Dlamini, M. Z. Mnisi, et al.",2012,"A Situational Assessment on TB, HIV, Syphilis, Hepatitis C and Hepatitis B Infections and Associated Risk Behaviour among . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster ThPe564.",HIV,-1,-1,26.9,N/A,BW,UNK,N/A
5,WZ,Nine prisons,2012(?),Prison officers,M,F,ALL,D0614,Only the prevalence rate was given.,P,Swaziland,Nine prisons,"Dlamini, P. M., P. Dlamini, M. Z. Mnisi, et al.",2012,"A Situational Assessment on TB, HIV, Syphilis, Hepatitis C and Hepatitis B Infections and Associated Risk Behaviour among . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster ThPe564.",HIV,-1,-1,30.8,N/A,BW,UNK,N/A
1,WZ,Not specified,2003,Infants born to HIV+ mothers,C,B,ALL,H0494,Only the prevalence rate was given.  PMTCT.  No ART.,P,Swaziland,Not specified,"Hadebe, I. M., B. T. Nhlabatsi",2012,Prevention of Mother-to-Child Transmission of HIV in Swaziland: A Success Story,"XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster WePe203.",HIV,-1,-1,20,N/A,B,UNK,N/A
3,WZ,Not specified,2010,Infants born to HIV+ mothers,C,B,ALL,H0494,Only the prevalence rate was given.  PMTCT.  Dual therapy.,P,Swaziland,Not specified,"Hadebe, I. M., B. T. Nhlabatsi",2012,Prevention of Mother-to-Child Transmission of HIV in Swaziland: A Success Story,"XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster WePe203.",HIV,-1,-1,4,N/A,B,UNK,N/A
4,WZ,Nine prisons,2012(?),Prison officers,M,M,ALL,D0614,Only the prevalence rate was given.,P,Swaziland,Nine prisons,"Dlamini, P. M., P. Dlamini, M. Z. Mnisi, et al.",2012,"A Situational Assessment on TB, HIV, Syphilis, Hepatitis C and Hepatitis B Infections and Associated Risk Behaviour among . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Poster ThPe564.",HIV,-1,-1,25.6,N/A,BW,UNK,N/A
39,WZ,Shiselweni region,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Shiselweni region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,22.3,N/A,BW,"RAPID*2, ELISA*2",1482
1,WZ,Not specified,2011,Prostitutes,P,F,ALL,F0323,July - Nov. 11.,P,Swaziland,Not specified,"Fonner, V., D. Kerrigan, Z. Mnisi, et al.",2013,"Social Cohesion, Social Participation and HIV Related Risk among Female Sex Workers in Swaziland","7th International AIDS Society Conference on HIV Pathogenesis, Treatment and Prevention, Kuala Lumpur, Malaysia, 6/30-7/3, ePoster, Online Session WEPDC0106.",HIV,223,-1,70.35,N/A,B,UNK,317
35,WZ,Hhohho region,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Hhohho region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,23.3,N/A,BW,"RAPID*2, ELISA*2",2385
27,WZ,Urban areas,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Urban areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,24.5,N/A,BW,"RAPID*2, ELISA*2",2460
43,WZ,National,2010-2011,Pregnant women,G,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,37.9,N/A,BW,"RAPID*2, ELISA*2",669
25,WZ,Urban areas,2010-2011,Adults,N,B,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  2460 males & 2965 females.  Age range 18-49 yrs.  Breakdown by sex is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Urban areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,32.3,N/A,BW,"RAPID*2, ELISA*2",5425
37,WZ,Manzini region,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Manzini region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,25.3,N/A,BW,"RAPID*2, ELISA*2",2743
41,WZ,Lubombo region,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Lubombo region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,24.9,N/A,BW,"RAPID*2, ELISA*2",1719
29,WZ,Rural areas,2010-2011,Adults,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Rural areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,23.9,N/A,BW,"RAPID*2, ELISA*2",5869
45,WZ,National,2010-2011,Adults - uncircumcised,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,25.7,N/A,BW,"RAPID*2, ELISA*2",6633
6,WZ,Not specified,2012,Young women,N,F,ALL,C1251,Only the prevalence rate was given.  Age range 15-29 yrs.,P,Swaziland,Not specified,"Cockcroft, A.",2013,"Binge Drinking and HIV Status among Youth Aged 15-29 Years in Botswana, Namibia and Swaziland","Presented at the 17th International Conference on AIDS and STIs in Africa, December 2013, Cape Town, South Africa, In ebook: Children and AIDS, Online Abstract, p. 69, <http://www.unicef.org/AIDS>, accessed on May 14, 2014.",HIV,-1,-1,26.1,N/A,BS,UNK,N/A
33,WZ,Shiselweni region,2010-2011,Adults,N,B,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  1482 males & 1851 females.  Age range 18-49 yrs.  Breakdown by sex is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Shiselweni region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,30.7,N/A,BW,"RAPID*2, ELISA*2",3333
1,WZ,National,2012,Adults,N,B,ALL,A0712,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.,P,Swaziland,National,"Azih, C., N. Bock, D. Donnell, et al.",2013,CD4 Count Distribution and ART Use in a Nationally Representative Sample of HIV+ Adults: Swaziland HIV Incidence Measurement . ..,"20th Conference on Retroviruses and Opportunistic Infections, Atlanta, Georgia, USA, 3/3-6, ePoster, Online Abstract 1040b.",HIV,5802,-1,32.04,N/A,B,RAPID,18109
36,WZ,Hhohho region,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Hhohho region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,37.4,N/A,BW,"RAPID*2, ELISA*2",2799
26,WZ,Rural areas,2010-2011,Adults,N,B,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  5869 males & 6879 females.  Age range 18-49 yrs.  Breakdown by sex is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Rural areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,32,N/A,BW,"RAPID*2, ELISA*2",12747
1,WZ,33 sites,2009-2012,TB pts.,U,B,ALL,K1037,33 health institutions.  Located in Shiselweni region.  Jan. 09 - Mar. 12.,P,Swaziland,33 sites,"Kerschberger, B., L. A. Parker, X. Dlamini, et al.",2013,Temporal Trends in Opportunistic Infections in Outpatient Departments and Population Level in the Context of Antiretroviral É,"17th International Conference on AIDS and STIs in Africa, Cape Town, South Africa, 12/7-11, Abstract, p. 98.",HIV,-1,-1,79,N/A,B,UNK,7485
38,WZ,Manzini region,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Manzini region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,40.4,N/A,BW,"RAPID*2, ELISA*2",3348
40,WZ,Shiselweni region,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Shiselweni region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,37.5,N/A,BW,"RAPID*2, ELISA*2",1851
28,WZ,Urban areas,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Urban areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,38.7,N/A,BW,"RAPID*2, ELISA*2",2965
42,WZ,Lubombo region,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Lubombo region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,39.4,N/A,BW,"RAPID*2, ELISA*2",1845
1,WZ,National,2010-2011,Adults,N,B,ALL,B1007,"Swaziland HIV Incidence Measurement Survey.  8329 males & 9843 females.  Age range 18-49 yrs.  Breakdown by region, area, sex, & age is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.",P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,32.1,N/A,BW,"RAPID*2, ELISA*2",18172
44,WZ,National,2010-2011,Adults - circumcised,N,M,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,15.7,N/A,BW,"RAPID*2, ELISA*2",1373
30,WZ,Rural areas,2010-2011,Adults,N,F,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Rural areas,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,38.9,N/A,BW,"RAPID*2, ELISA*2",6879
1,WZ,Not specified,2013(?),Prostitutes,P,F,ALL,B1031,Age 18+.,P,Swaziland,Not specified,"Baral, S., A. Grosso, Z. Mnisi, et al.",2013,Examining Prevalence of HIV Infection and Risk Factors among Female Sex Workers (FSW) and Men Who Have Sex with Men (MSM) in É,"USAID, Project Search, Baltimore, March, report, <http://www.jhsph.edu/research/centers-and-institutes/research-to-prevention/publications/Swazi-Quantitative-final.pdf>, accessed on October 29, 2014.",HIV,223,-1,69.69,N/A,BW,RAPID,320
5,WZ,Not specified,2012,Young men,N,M,ALL,C1251,Only the prevalence rate was given.  Age range 15-29 yrs.,P,Swaziland,Not specified,"Cockcroft, A.",2013,"Binge Drinking and HIV Status among Youth Aged 15-29 Years in Botswana, Namibia and Swaziland","Presented at the 17th International Conference on AIDS and STIs in Africa, December 2013, Cape Town, South Africa, In ebook: Children and AIDS, Online Abstract, p. 69, <http://www.unicef.org/AIDS>, accessed on May 14, 2014.",HIV,-1,-1,9,N/A,BS,UNK,N/A
32,WZ,Manzini region,2010-2011,Adults,N,B,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  2743 males & 3348 females.  Age range 18-49 yrs.  Breakdown by sex is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Manzini region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,33.6,N/A,BW,"RAPID*2, ELISA*2",6091
3,WZ,National,2010-2011,Adults,N,F,ALL,B1007,"Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Breakdown by region, area, & age is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.",P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,38.8,N/A,BW,"RAPID*2, ELISA*2",9843
34,WZ,Lubombo region,2010-2011,Adults,N,B,ALL,B1007,Swaziland HIV Incidence Measurement Survey.  1719 males & 1845 females.  Age range 18-49 yrs.  Breakdown by sex is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.,P,Swaziland,Lubombo region,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,32.4,N/A,BW,"RAPID*2, ELISA*2",3565
2,WZ,National,2010-2011,Adults,N,M,ALL,B1007,"Swaziland HIV Incidence Measurement Survey.  Age range 18-49 yrs.  Breakdown by region, area, & age is provided.  Dec. 10 - June 11.  Rapid tests: Determine & Uni-Gold.",P,Swaziland,National,"Bicego, G. T., R. Nkambule, I. Peterson, et al.",2013,Recent Patterns in Population-Based HIV Prevalence in Swaziland,"PLoS One, vol. 8, issue 10, e77101, pp. 1-7, <http://www.plosone.org>, accessed on December 17, 2013.",HIV,-1,-1,24.1,N/A,BW,"RAPID*2, ELISA*2",8329
